source,target,out_provider,in_provider,weight
RVW,RR7,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,GATESHEAD HEALTH NHS FOUNDATION TRUST,22
RHU,RVJ,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,NORTH BRISTOL NHS TRUST,11
RYR,RWH,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,2
RRF,RJC,"WRIGHTINGTON, WIGAN AND LEIGH TEACHING HOSPITALS NHS FOUNDATION TRUST",SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,2
RAJ,RNZ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,SALISBURY NHS FOUNDATION TRUST,4
RAX,RKE,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,THE WHITTINGTON HOSPITAL NHS TRUST,4
RRK,RJL,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2
RHU,RAJ,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,2
RHU,RAJ,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,2
RPA,RDE,MEDWAY NHS FOUNDATION TRUST,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,2
R1K,RTP,LONDON NORTH WEST HEALTHCARE NHS TRUST,SURREY AND SUSSEX HEALTHCARE NHS TRUST,1
RQX,RTK,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ASHFORD AND ST. PETER'S HOSPITALS NHS FOUNDATION TRUST,1
RD1,RWA,ROYAL UNITED HOSPITAL BATH NHS FOUNDATION TRUST,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,3
RTG,RAJ,DERBY HOSPITALS NHS FOUNDATION TRUST,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,2
RHW,RWA,ROYAL BERKSHIRE NHS FOUNDATION TRUST,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,4
RDU,RD1,FRIMLEY HEALTH NHS FOUNDATION TRUST,ROYAL UNITED HOSPITAL BATH NHS FOUNDATION TRUST,1
RKE,RWH,WHITTINGTON HEALTH NHS TRUST,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,3
RWA,RKE,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,THE WHITTINGTON HEALTH NHS TRUST,1
RD1,RJE,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,1
RWH,RNZ,EAST AND NORTH HERTFORDSHIRE NHS TRUST,SALISBURY NHS FOUNDATION TRUST,1
RQX,RNA,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,THE DUDLEY GROUP NHS FOUNDATION TRUST,3
RCF,RD1,AIREDALE NHS FOUNDATION TRUST,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,1
RAP,RWY,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,1
RQM,RKE,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,THE WHITTINGTON HEALTH NHS TRUST,72
RL4,RJ1,THE ROYAL WOLVERHAMPTON NHS TRUST,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,18
RQW,RKE,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,THE WHITTINGTON HEALTH NHS TRUST,5
RCF,RJ6,AIREDALE NHS FOUNDATION TRUST,CROYDON HEALTH SERVICES NHS TRUST,5
RJC,RA7,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,3
RN3,RJL,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,1
RC9,RKE,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,THE WHITTINGTON HEALTH NHS TRUST,3
RWY,RJ1,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,5
RAX,RKB,KINGSTON HOSPITAL NHS TRUST,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,2
RJ6,RHQ,CROYDON HEALTH SERVICES NHS TRUST,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,3
RWH,RTP,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,SURREY AND SUSSEX HEALTHCARE NHS TRUST,1
RNQ,RAX,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,1
RH5,RDU,SOMERSET NHS FOUNDATION TRUST,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,3
RL4,RWD,THE ROYAL WOLVERHAMPTON NHS TRUST,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,7
RR8,RJL,LEEDS TEACHING HOSPITALS NHS TRUST,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,53
RWH,RAP,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,14
R0A,RJ1,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,40
RH8,RNZ,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,SALISBURY NHS FOUNDATION TRUST,13
RWP,RXW,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,6
RJ7,RWH,ST GEORGE'S HEALTHCARE NHS FOUNDATION TRUST,EAST AND NORTH HERTFORDSHIRE NHS TRUST,26
RWD,R0A,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,9
REM,RAX,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,2
RN5,RAX,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,KINGSTON HOSPITAL NHS TRUST,1
RLQ,RWD,WYE VALLEY NHS TRUST,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,5
RWP,RWH,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,3
RHM,RAX,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,KINGSTON HOSPITAL NHS TRUST,6
RQM,R0A,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,1
RXW,RWD,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,4
RJE,RKE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,THE WHITTINGTON HOSPITAL NHS TRUST,2
RJE,RDE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,2
RN3,RH8,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,3
RA7,RD1,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ROYAL UNITED HOSPITAL BATH NHS TRUST,104
RAJ,RDE,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,52
RXP,RGT,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7
RCD,R0A,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,12
RJL,RJZ,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,5
RD1,R0A,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,4
RPA,RA2,MEDWAY NHS FOUNDATION TRUST,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,1
RLQ,RWH,WYE VALLEY NHS TRUST,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,5
RJR,RJ1,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,1
RH5,RWA,SOMERSET NHS FOUNDATION TRUST,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,3
RWG,RD1,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,1
RA9,RCU,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,2
RHU,RAX,PORTSMOUTH HOSPITALS NHS TRUST,KINGSTON HOSPITAL NHS TRUST,15
RKE,RHQ,THE WHITTINGTON HEALTH NHS TRUST,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,6
RCX,RNA,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",THE DUDLEY GROUP NHS FOUNDATION TRUST,3
RBN,RCU,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,2
RYR,RFF,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,3
RAX,RVJ,KINGSTON HOSPITAL NHS FOUNDATION TRUST,NORTH BRISTOL NHS TRUST,1
RWH,RJC,EAST AND NORTH HERTFORDSHIRE NHS TRUST,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,1
RQ3,RAX,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,1
RWH,RNZ,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,SALISBURY NHS FOUNDATION TRUST,1
RXF,RBT,MID YORKSHIRE TEACHING NHS TRUST,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,3
RAX,RAJ,KINGSTON HOSPITAL NHS TRUST,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1
RWD,RWH,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,EAST AND NORTH HERTFORDSHIRE NHS TRUST,1
RBK,RWD,WALSALL HEALTHCARE NHS TRUST,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,1
RJ6,RRK,CROYDON HEALTH SERVICES NHS TRUST,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,1
RTH,RJC,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,118
RDU,RWH,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,EAST AND NORTH HERTFORDSHIRE NHS TRUST,584
RFS,RXW,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,1
RWG,RRK,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,1
RBN,RRK,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,5
RNZ,RJZ,SALISBURY NHS FOUNDATION TRUST,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,13
RK9,RWH,PLYMOUTH HOSPITALS NHS TRUST,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,2
RCB,RWP,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,1
REM,RWA,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,10
RJZ,RWA,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,13
RD1,RCU,ROYAL UNITED HOSPITAL BATH NHS TRUST,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,5
RAP,RBK,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,WALSALL HEALTHCARE NHS TRUST,1
RHU,RDU,PORTSMOUTH HOSPITALS NHS TRUST,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,2
RHU,RFF,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,1
RAX,RHQ,KINGSTON HOSPITAL NHS FOUNDATION TRUST,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,3
RWP,RWA,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,1
RBN,RAX,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,4
RXN,RJC,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,1
RC9,RH8,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,1
RQ3,RNQ,BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,1
RN3,RCU,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,1
RAX,RD1,KINGSTON HOSPITAL NHS TRUST,ROYAL UNITED HOSPITAL BATH NHS FOUNDATION TRUST,1
REF,RH8,ROYAL CORNWALL HOSPITALS NHS TRUST,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,244
RJC,RJZ,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2
RTX,R1H,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,BARTS HEALTH NHS TRUST,4
RRF,RHQ,"WRIGHTINGTON, WIGAN AND LEIGH TEACHING HOSPITALS NHS FOUNDATION TRUST",SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,62
RBN,RX1,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,8
RWE,RWA,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,19
RM1,RJ6,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,CROYDON HEALTH SERVICES NHS TRUST,11
RBN,RGT,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3
RJ2,RAX,LEWISHAM HEALTHCARE NHS TRUST,KINGSTON HOSPITAL NHS FOUNDATION TRUST,10
RWG,RTH,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,OXFORD UNIVERSITY HOSPITALS NHS TRUST,2
RTP,R0A,SURREY AND SUSSEX HEALTHCARE NHS TRUST,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,3
RCU,RJZ,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,8
RTE,RJL,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,1
RWE,RAX,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,14
RHU,RDU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,2
RN5,R0A,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,2
RDE,RWA,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,3
RN5,RWA,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,2
R1K,RBK,LONDON NORTH WEST HEALTHCARE NHS TRUST,WALSALL HEALTHCARE NHS TRUST,2
RXL,RWD,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,1
RC9,RNZ,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,SALISBURY NHS FOUNDATION TRUST,2
R1H,RK5,BARTS HEALTH NHS TRUST,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,2
R1H,RKE,BARTS HEALTH NHS TRUST,THE WHITTINGTON HEALTH NHS TRUST,519
RHU,RWA,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,8
RJ1,RTK,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,12
RTK,RAP,ASHFORD AND ST. PETER'S HOSPITALS NHS FOUNDATION TRUST,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,5
RD1,RJC,ROYAL UNITED HOSPITAL BATH NHS TRUST,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,2
RKE,RVV,WHITTINGTON HEALTH NHS TRUST,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,1
RH5,RXW,SOMERSET PARTNERSHIP NHS FOUNDATION TRUST,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,1
RTD,RTK,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,ASHFORD AND ST. PETER'S HOSPITALS NHS FOUNDATION TRUST,4
RJN,RWA,EAST CHESHIRE NHS TRUST,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,6
RJ7,RWH,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,EAST AND NORTH HERTFORDSHIRE NHS TRUST,26
RJC,RA7,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,3
RXK,RXW,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,1
RA9,RDE,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,1
RBN,RTK,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,1
REF,RXW,ROYAL CORNWALL HOSPITALS NHS TRUST,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,1
RWH,RWA,EAST AND NORTH HERTFORDSHIRE NHS TRUST,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,3
R1K,RDU,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,FRIMLEY HEALTH NHS FOUNDATION TRUST,4
RDE,RJC,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,1
RN5,RX1,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,1
RWH,RX1,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,4
RTG,R1H,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,BARTS HEALTH NHS TRUST,2
RMP,RWA,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,3
RPA,RX1,MEDWAY NHS FOUNDATION TRUST,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,2
RJ2,RAP,LEWISHAM AND GREENWICH NHS TRUST,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,13
RTG,RJC,DERBY HOSPITALS NHS FOUNDATION TRUST,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,12
RN5,RAJ,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,5
RC9,RWP,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,1
RWF,RVJ,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,NORTH BRISTOL NHS TRUST,2
RHU,RJ7,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1
RQ3,RJL,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,3
RC9,RKE,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,THE WHITTINGTON HOSPITAL NHS TRUST,3
RXL,RJE,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,11
RHM,RJC,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,7
RH8,R1H,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,BARTS HEALTH NHS TRUST,4
RGN,RJL,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,1
RWH,RWD,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,1
RRF,RGR,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",WEST SUFFOLK NHS FOUNDATION TRUST,1
RCD,RJZ,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2
RM3,RGR,SALFORD ROYAL NHS FOUNDATION TRUST,WEST SUFFOLK NHS FOUNDATION TRUST,1
RTG,RDU,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,FRIMLEY HEALTH NHS FOUNDATION TRUST,1
RTE,RD1,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,3
R1K,RH8,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,3
RH5,RTH,SOMERSET NHS FOUNDATION TRUST,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1
RMP,R1H,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,BARTS HEALTH NHS TRUST,1
RAJ,RHQ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,11
RDU,RWH,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,584
RTH,RD1,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,1
RTG,RDE,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,2
RYR,RD1,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,ROYAL UNITED HOSPITAL BATH NHS FOUNDATION TRUST,22
RJ7,RGT,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,31
RXP,RJ1,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,3
RLQ,RHQ,WYE VALLEY NHS TRUST,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,25
RD1,R0A,ROYAL UNITED HOSPITAL BATH NHS TRUST,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,4
REF,RNZ,ROYAL CORNWALL HOSPITALS NHS TRUST,SALISBURY NHS FOUNDATION TRUST,20
RJ1,R0A,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,31
RRF,RJC,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,2
RH5,RJC,SOMERSET PARTNERSHIP NHS FOUNDATION TRUST,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,16
RTG,RWH,DERBY HOSPITALS NHS FOUNDATION TRUST,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,5
RHU,RAJ,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,2
RTK,RRK,ASHFORD AND ST. PETER'S HOSPITALS NHS FOUNDATION TRUST,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,2
RGN,RK5,NORTH WEST ANGLIA NHS FOUNDATION TRUST,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,1
RJ2,R0A,LEWISHAM AND GREENWICH NHS TRUST,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,6
RC9,RRK,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,3
RNZ,RWH,SALISBURY NHS FOUNDATION TRUST,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,1
REM,RJ6,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,CROYDON HEALTH SERVICES NHS TRUST,4
RA7,RDE,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,1
RQX,RQM,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,2
